order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,payment_type,payment_installments,payment_value,shipping_cost
ce211804-da25-45c6-92ea-95465cf3b030,b47f369c-279c-4459-a19b-a104af1736d9,cancelled,2023-08-31 17:00:00,2023-08-31 17:34:00,2023-09-02 17:34:00,2023-09-06 17:34:00,2023-09-08 17:00:00,voucher,6,308.56,11.81
c40f9fda-4573-4c5d-83b0-4e32dec0aa0f,4b58a66a-c3fe-4484-a35e-56623fc8e2e6,cancelled,2023-03-03 23:00:00,2023-03-03 23:35:00,2023-03-06 23:35:00,2023-03-08 23:35:00,2023-03-09 23:00:00,debit_card,6,338.32,12.26
18c7d6a4-ad73-42bf-bf18-b55179c3141b,d34e1199-d629-4559-a8dd-9170b37e6940,shipped,2023-06-01 07:00:00,2023-06-01 07:24:00,2023-06-02 07:24:00,2023-06-05 07:24:00,2023-06-04 07:00:00,debit_card,3,60.16,5.68
e099048e-23f8-4e27-a6b3-3abf127e3324,aa992995-dbba-401a-9f76-4a5820ede563,shipped,2023-11-23 15:00:00,2023-11-23 15:07:00,2023-11-24 15:07:00,2023-11-29 15:07:00,2023-11-30 15:00:00,paypal,4,73.86,11.61
6d8a726d-89b2-4434-b1aa-67cfead35d77,75d24885-5b64-47aa-b9ba-b82a1f53dc12,invoiced,2023-02-28 02:00:00,2023-02-28 02:26:00,2023-03-02 02:26:00,2023-03-03 02:26:00,2023-03-03 02:00:00,debit_card,2,262.99,17.17
2f949d12-9706-4422-b594-d9ebf95aa173,316822e6-a425-4308-a824-e46cc58641b2,invoiced,2023-11-07 19:00:00,2023-11-07 19:51:00,2023-11-10 19:51:00,2023-11-12 19:51:00,2023-11-16 19:00:00,paypal,4,386.23,9.46
15010bf1-9b9e-4236-bb1c-1944edfff4b5,0161106f-b119-4939-8e28-80ff7ed73335,delivered,2023-04-17 20:00:00,2023-04-17 20:14:00,2023-04-19 20:14:00,2023-04-20 20:14:00,2023-04-22 20:00:00,debit_card,2,14.75,13.28
3c97e95c-572c-4012-a443-4ed8d817f500,6d14cb24-8f15-4cf1-aa7f-5e6b779fb44c,processing,2023-08-29 09:00:00,2023-08-29 09:03:00,2023-08-30 09:03:00,2023-09-02 09:03:00,2023-09-05 09:00:00,paypal,1,294.88,15.31
543f3feb-013d-44f9-9e9e-8541964c3d8c,661a9940-d2c2-4c18-b4d1-86a8a9802a11,shipped,2023-08-06 03:00:00,2023-08-06 03:35:00,2023-08-07 03:35:00,2023-08-09 03:35:00,2023-08-13 03:00:00,debit_card,1,85.08,5.89
2baf5cb8-9858-46e0-a1b6-4c9309f0186c,d3948588-b0ca-4a02-8ab0-d34060ff2519,cancelled,2023-08-13 03:00:00,2023-08-13 03:30:00,2023-08-16 03:30:00,2023-08-19 03:30:00,2023-08-22 03:00:00,voucher,5,181.82,13.1
68ea8c83-d0d1-48d7-8f3a-6c934df0d301,9e673bc1-78e1-4be4-9c12-c49aa5dbee6c,cancelled,2023-11-06 08:00:00,2023-11-06 08:02:00,2023-11-07 08:02:00,2023-11-09 08:02:00,2023-11-09 08:00:00,voucher,5,89.65,5.6
74c1fdcc-5762-460c-9953-0831b5ef1702,b8a62e78-f021-4e89-bd70-f10eb84ab268,invoiced,2023-05-23 05:00:00,2023-05-23 05:38:00,2023-05-25 05:38:00,2023-05-29 05:38:00,2023-05-27 05:00:00,paypal,3,208.96,11.13
a90823ae-9865-4b8a-9d81-fb305b02e261,9c3c28ed-a577-4e8d-858d-02e44320cacf,invoiced,2023-12-22 15:00:00,2023-12-22 15:19:00,2023-12-25 15:19:00,2023-12-29 15:19:00,2023-12-25 15:00:00,paypal,1,168.3,9.72
858156f3-fad2-491b-a6d0-b7c982a0e179,ebf1f808-d472-4a83-85df-cbc99cb1d649,delivered,2023-12-03 17:00:00,2023-12-03 17:30:00,2023-12-05 17:30:00,2023-12-06 17:30:00,2023-12-09 17:00:00,voucher,5,156.31,16.35
a102964e-5a36-4c98-9225-21178698d64c,51abe240-ce21-4755-9d7a-61126371e2f9,cancelled,2023-08-13 22:00:00,2023-08-13 22:32:00,2023-08-14 22:32:00,2023-08-15 22:32:00,2023-08-19 22:00:00,debit_card,3,436.55,13.26
807623f9-e427-48b0-a90a-d7e38d63cd1d,5de7d476-2df0-4d7e-b703-d7075f0dd08d,shipped,2023-09-13 22:00:00,2023-09-13 22:19:00,2023-09-16 22:19:00,2023-09-19 22:19:00,2023-09-22 22:00:00,paypal,4,422.42,8.66
37331081-d9b7-48f6-a6b7-1be1ba34ea4d,7442cdf7-3b37-4667-869d-449423270aaf,shipped,2023-02-05 08:00:00,2023-02-05 08:50:00,2023-02-07 08:50:00,2023-02-10 08:50:00,2023-02-12 08:00:00,credit_card,3,201.24,15.89
00d69801-ca77-481c-8282-ed43ceeabc9d,3e093142-bbf6-455f-a90f-c94de37c1ac5,cancelled,2023-06-20 17:00:00,2023-06-20 17:49:00,2023-06-23 17:49:00,2023-06-27 17:49:00,2023-06-30 17:00:00,voucher,2,131.05,19.71
44eab89f-d865-4632-a60f-95819ab61763,ed12fd7a-27fd-4e0a-9715-ebaef3c7879f,invoiced,2023-01-23 10:00:00,2023-01-23 10:48:00,2023-01-25 10:48:00,2023-01-29 10:48:00,2023-02-01 10:00:00,debit_card,4,50.5,19.47
283e89cf-4221-4a4f-9688-5b9445af893c,497a3b69-45cd-458e-b0a1-5fa1cd558102,delivered,2023-08-14 03:00:00,2023-08-14 03:34:00,2023-08-16 03:34:00,2023-08-17 03:34:00,2023-08-19 03:00:00,paypal,6,89.65,19.55
52046863-ad88-477f-93a0-53188ced0e9c,ca35f6e4-67e9-43d3-acdf-093f9ba55b2a,processing,2023-12-21 12:00:00,2023-12-21 12:42:00,2023-12-22 12:42:00,2023-12-25 12:42:00,2023-12-30 12:00:00,voucher,6,310.45,15.78
315c4d75-e1dd-43a0-bb4b-67b6a88bd48d,8fead7c0-9c48-486c-a72e-3d6e6c647d35,shipped,2023-11-20 21:00:00,2023-11-20 21:59:00,2023-11-22 21:59:00,2023-11-24 21:59:00,2023-11-24 21:00:00,paypal,1,362.61,16.41
ae8a35c8-349b-44bc-b498-714e7d4903a3,67c69ffa-b7f0-430b-88f3-5c9424cb5155,delivered,2023-01-24 10:00:00,2023-01-24 10:51:00,2023-01-25 10:51:00,2023-01-28 10:51:00,2023-02-01 10:00:00,voucher,4,253.14,7.18
a1cb49cb-8ae1-4e86-b04c-29f2413a690d,d2918de7-0f73-42c0-88bd-01e1f4e6928f,processing,2023-07-15 19:00:00,2023-07-15 19:44:00,2023-07-16 19:44:00,2023-07-20 19:44:00,2023-07-20 19:00:00,debit_card,4,218.36,14.57
92fc93ca-16cc-43ed-bc49-6df682beb865,801c12de-b1c4-4b3a-8c34-068125679420,cancelled,2023-12-13 17:00:00,2023-12-13 17:11:00,2023-12-14 17:11:00,2023-12-18 17:11:00,2023-12-21 17:00:00,voucher,6,367.32,19.43
ce587d5c-f9bc-4bb7-9324-921ece667304,195da112-41d0-4533-8f27-9d1c9c0d7815,invoiced,2023-02-24 07:00:00,2023-02-24 07:25:00,2023-02-27 07:25:00,2023-03-02 07:25:00,2023-03-03 07:00:00,voucher,1,444.32,19.67
9ce63f57-f2bd-4ddb-b460-cdeae0e29216,05718c1a-b65a-403d-8100-5ca238fca1f2,delivered,2023-11-07 23:00:00,2023-11-07 23:32:00,2023-11-09 23:32:00,2023-11-11 23:32:00,2023-11-15 23:00:00,debit_card,6,248.89,7.85
bd16601f-5a00-4e59-9d62-cbb0eff5b4fc,d3ea428b-d8a0-410b-a879-af4ca316863c,shipped,2023-11-18 03:00:00,2023-11-18 03:58:00,2023-11-21 03:58:00,2023-11-22 03:58:00,2023-11-25 03:00:00,paypal,1,189.5,13.69
f7ac3ed7-336a-434a-8080-38a23b8dfee8,622cbd4b-2518-46a8-b047-5f30482043b0,shipped,2023-04-13 04:00:00,2023-04-13 04:51:00,2023-04-16 04:51:00,2023-04-19 04:51:00,2023-04-20 04:00:00,debit_card,3,207.8,18.71
7ae5999c-d0b0-48d5-acfa-8b281aedd4cd,661a9940-d2c2-4c18-b4d1-86a8a9802a11,delivered,2023-08-28 02:00:00,2023-08-28 02:10:00,2023-08-29 02:10:00,2023-09-02 02:10:00,2023-09-05 02:00:00,credit_card,4,273.81,5.21
a0106d03-7b23-4fbb-ab87-efce0f3135d8,1df217a0-a748-45aa-84ec-89adf8e5aad5,processing,2023-07-15 20:00:00,2023-07-15 20:24:00,2023-07-16 20:24:00,2023-07-18 20:24:00,2023-07-25 20:00:00,credit_card,5,292.93,18.26
0191a63f-a30d-4c60-bba6-afe297cee12d,cecedfea-c32c-4022-8393-36ac75c6d29d,invoiced,2023-12-25 09:00:00,2023-12-25 09:42:00,2023-12-27 09:42:00,2023-12-28 09:42:00,2023-12-30 09:00:00,credit_card,1,236.98,9.57
a6709586-3a46-4780-b9bd-dc3493708cd5,48c8e011-8edb-47c3-886d-026a54813bcc,invoiced,2023-08-21 11:00:00,2023-08-21 11:43:00,2023-08-24 11:43:00,2023-08-29 11:43:00,2023-08-30 11:00:00,debit_card,4,260.26,14.82
d89be5c9-0af7-497a-bc91-acadd9f77b79,7b1ba3f5-9e76-4df9-bda1-946df5776e20,cancelled,2023-04-22 14:00:00,2023-04-22 14:29:00,2023-04-23 14:29:00,2023-04-26 14:29:00,2023-04-26 14:00:00,voucher,5,180.83,18.53
b5e02919-fb91-49c9-830f-6208a999e756,09f00615-8355-4115-a2c7-9244258976ae,invoiced,2023-02-16 21:00:00,2023-02-16 21:14:00,2023-02-19 21:14:00,2023-02-24 21:14:00,2023-02-19 21:00:00,credit_card,3,99.91,8.65
3777222e-13bd-4367-b847-84f707ec9f20,80282b5b-6abd-4da5-9804-7651235571d0,delivered,2023-10-11 06:00:00,2023-10-11 06:38:00,2023-10-12 06:38:00,2023-10-14 06:38:00,2023-10-19 06:00:00,debit_card,5,53.52,5.04
b242d81c-7721-4715-89ff-0ae111b77adf,92010696-7e86-40a3-8216-d82b7d49fe1a,shipped,2023-02-26 21:00:00,2023-02-26 21:56:00,2023-02-27 21:56:00,2023-03-01 21:56:00,2023-03-01 21:00:00,voucher,2,18.95,13.83
5bd97e9a-f3ac-4af8-a114-0441fe6ce952,c547c726-318a-4774-b363-87732b4ed006,shipped,2023-08-04 16:00:00,2023-08-04 16:08:00,2023-08-07 16:08:00,2023-08-08 16:08:00,2023-08-14 16:00:00,paypal,3,45.31,12.7
0fea002a-1bf4-4360-9d2b-44475ed09129,cb1aea9d-3e52-44ad-b9cb-24fd2f631f2a,processing,2023-01-23 23:00:00,2023-01-23 23:51:00,2023-01-26 23:51:00,2023-01-31 23:51:00,2023-01-30 23:00:00,paypal,6,146.08,19.46
11edb29b-c753-4070-b144-c9541bf0c4b5,3f96e8f2-6fb0-4e3a-bf78-5c67316d4306,delivered,2023-09-09 22:00:00,2023-09-09 22:59:00,2023-09-11 22:59:00,2023-09-12 22:59:00,2023-09-13 22:00:00,voucher,5,100.3,7.23
24f1e949-5417-4432-b6b8-c37da7ebbff9,6de76894-8dc8-4652-95bf-34d858db7fa5,processing,2023-10-08 22:00:00,2023-10-08 22:21:00,2023-10-10 22:21:00,2023-10-15 22:21:00,2023-10-15 22:00:00,paypal,5,26.11,14.08
f93791ea-f42a-44b7-9ed1-46a17b12e47e,70f009d3-89ae-40a4-ab16-6d11e2822460,processing,2023-04-21 13:00:00,2023-04-21 13:29:00,2023-04-22 13:29:00,2023-04-26 13:29:00,2023-04-29 13:00:00,paypal,4,23.49,11.24
3faa53a1-28b0-4053-83ca-0d28cf989858,2d1f454f-b830-41c9-8165-66fff274c652,cancelled,2023-07-11 04:00:00,2023-07-11 04:44:00,2023-07-13 04:44:00,2023-07-14 04:44:00,2023-07-15 04:00:00,credit_card,1,187.1,11.48
e467f351-41a2-49e7-8902-80c695b6abb1,c009a639-0125-419a-9862-9fbf1c8ef255,processing,2023-10-15 10:00:00,2023-10-15 10:43:00,2023-10-16 10:43:00,2023-10-20 10:43:00,2023-10-23 10:00:00,paypal,6,329.33,5.77
924348de-b307-4ba9-a166-40a4a97a1ec3,fa70dc94-b1b0-488e-8106-67d0c6a11913,processing,2023-04-19 04:00:00,2023-04-19 04:43:00,2023-04-21 04:43:00,2023-04-23 04:43:00,2023-04-23 04:00:00,voucher,5,112.45,10.51
342a27d3-9cc0-470f-9376-9adf3f25cd3c,0e59b8b2-9ca3-4d8d-8991-5f77ed13bb37,processing,2023-11-15 19:00:00,2023-11-15 19:44:00,2023-11-18 19:44:00,2023-11-23 19:44:00,2023-11-18 19:00:00,voucher,1,393.36,7.71
497d6594-930a-459b-8249-a9def330966e,f35f04a4-a888-4287-8a2a-0ebbb630a84a,shipped,2023-10-17 21:00:00,2023-10-17 21:26:00,2023-10-18 21:26:00,2023-10-20 21:26:00,2023-10-20 21:00:00,credit_card,6,355.31,12.96
3ba0bc19-1fa0-413e-9e3f-341b9cb5310a,cca09988-d471-484b-8c9a-38e12bb6eec0,cancelled,2023-06-16 18:00:00,2023-06-16 18:39:00,2023-06-17 18:39:00,2023-06-18 18:39:00,2023-06-21 18:00:00,debit_card,5,34.39,5.75
03a5b096-7ed4-4ad4-8007-c2dd01309c40,2743bd37-56e9-469f-94ba-b1e7024d5dc4,invoiced,2023-09-06 19:00:00,2023-09-06 19:29:00,2023-09-08 19:29:00,2023-09-11 19:29:00,2023-09-12 19:00:00,credit_card,3,183.71,11.45
c75f2932-8324-422c-bcdd-b97b3eefe128,f76df427-3acd-4c82-90ac-fd327b5fdf6e,cancelled,2023-01-24 07:00:00,2023-01-24 07:26:00,2023-01-27 07:26:00,2023-01-28 07:26:00,2023-01-27 07:00:00,debit_card,3,126.95,19.18
eff5e3ea-1f3c-48d1-b4f3-ffedbc41ec10,1a60448e-9d24-42ff-bd98-93d786683aa3,cancelled,2023-03-03 00:00:00,2023-03-03 00:32:00,2023-03-06 00:32:00,2023-03-10 00:32:00,2023-03-08 00:00:00,debit_card,4,23.92,12.99
9a403024-e0f2-4886-b238-441ac93d3a2f,6d01b725-143e-44e2-b009-67707779f664,cancelled,2023-02-06 12:00:00,2023-02-06 12:56:00,2023-02-09 12:56:00,2023-02-10 12:56:00,2023-02-15 12:00:00,credit_card,4,210.6,18.82
4e8edd55-d4e4-4a1b-8b3c-cc8f09d2fc5a,08598f1a-7534-4dc1-94b1-02398d0ecdb6,invoiced,2023-05-29 03:00:00,2023-05-29 03:26:00,2023-05-30 03:26:00,2023-06-02 03:26:00,2023-06-03 03:00:00,paypal,6,152.12,18.8
07bbaadb-e23f-4cfd-9e00-2416d621da56,8faf47f3-4740-4e6f-a941-7ad1e2a968e7,invoiced,2023-10-29 12:00:00,2023-10-29 12:34:00,2023-10-30 12:34:00,2023-11-03 12:34:00,2023-11-05 12:00:00,voucher,2,119.7,10.0
3019ba0d-1c87-4c7a-8c08-7588b8782baa,6de76894-8dc8-4652-95bf-34d858db7fa5,delivered,2023-09-29 16:00:00,2023-09-29 16:13:00,2023-10-01 16:13:00,2023-10-04 16:13:00,2023-10-04 16:00:00,debit_card,1,27.27,7.2
994ce8d6-8866-4035-a853-4c286c127ae9,c9cd44d0-fb31-48a4-8a56-852be1dc4c09,delivered,2023-04-01 20:00:00,2023-04-01 20:32:00,2023-04-03 20:32:00,2023-04-08 20:32:00,2023-04-11 20:00:00,voucher,6,187.46,9.74
ba8cbeaa-7dde-47d8-9356-b779ded8bdab,4026adef-9dd9-4ac0-8f5c-f91e10f9bc95,cancelled,2023-10-30 01:00:00,2023-10-30 01:23:00,2023-11-02 01:23:00,2023-11-03 01:23:00,2023-11-06 01:00:00,paypal,4,176.06,5.56
7242fb1e-5598-465b-8b25-3b81d18871bb,2ade817d-fad6-4414-8bdb-b28b8052bb78,delivered,2023-11-11 19:00:00,2023-11-11 19:33:00,2023-11-13 19:33:00,2023-11-17 19:33:00,2023-11-14 19:00:00,paypal,5,197.45,14.78
ac8f5ba9-bea4-4962-9d95-75bb1f79742a,d6172d25-03ee-44a7-9921-eb4a6c2133fa,delivered,2023-08-19 03:00:00,2023-08-19 03:52:00,2023-08-21 03:52:00,2023-08-22 03:52:00,2023-08-24 03:00:00,credit_card,2,191.67,15.61
59c6f846-b1ee-4249-9542-1359ea0b777f,beb1fb04-2310-42b8-ace7-469273f3f8b3,cancelled,2023-05-25 12:00:00,2023-05-25 12:27:00,2023-05-27 12:27:00,2023-06-01 12:27:00,2023-05-28 12:00:00,voucher,1,225.58,9.95
42d3b060-c528-4383-9394-e504e34d8ece,b033df9d-d62d-4746-9966-7c8ff3bd1768,processing,2023-03-18 10:00:00,2023-03-18 10:06:00,2023-03-21 10:06:00,2023-03-23 10:06:00,2023-03-26 10:00:00,voucher,6,178.7,15.48
5aaaad3c-510b-4193-ac02-8141183a981d,0b1ede71-abfd-42f9-aa05-db89e449a409,processing,2023-07-12 20:00:00,2023-07-12 20:51:00,2023-07-14 20:51:00,2023-07-16 20:51:00,2023-07-16 20:00:00,paypal,5,143.33,10.43
5f3d5cad-94bd-4945-8fc4-7ff394ac956a,350915e6-6bc9-4320-884d-d9cd7e47a0f6,invoiced,2023-04-09 07:00:00,2023-04-09 07:09:00,2023-04-10 07:09:00,2023-04-11 07:09:00,2023-04-16 07:00:00,credit_card,5,211.23,16.56
5e021bbe-a433-479b-bcb9-2b52814cec30,478e8af2-ee93-4f72-b750-e5030b9a6259,shipped,2023-11-02 12:00:00,2023-11-02 12:10:00,2023-11-03 12:10:00,2023-11-05 12:10:00,2023-11-07 12:00:00,paypal,1,154.55,11.16
f68e6d77-9d65-4906-ac8f-118fe659c3d6,146e2f90-371a-4e84-89c9-764e91538a5f,invoiced,2023-04-30 17:00:00,2023-04-30 17:16:00,2023-05-02 17:16:00,2023-05-06 17:16:00,2023-05-06 17:00:00,voucher,6,269.55,19.21
3e9cddf7-fb37-49df-a8df-974410e138c8,1e68422e-cf25-4eae-9374-2250036cd1f9,processing,2023-09-28 13:00:00,2023-09-28 13:11:00,2023-09-29 13:11:00,2023-10-04 13:11:00,2023-10-03 13:00:00,voucher,1,143.35,14.62
4daf613b-e165-41dd-86d0-3056dafcf694,fa9ccd10-e6c6-4ade-827e-c0391f863c33,delivered,2023-05-26 02:00:00,2023-05-26 02:49:00,2023-05-27 02:49:00,2023-05-30 02:49:00,2023-06-05 02:00:00,debit_card,4,171.45,6.38
700220bf-734b-4cda-bb53-d16b2606496e,b8a0a514-b959-4c62-afbe-f672ad034d1e,cancelled,2023-01-14 13:00:00,2023-01-14 13:04:00,2023-01-16 13:04:00,2023-01-21 13:04:00,2023-01-22 13:00:00,debit_card,4,365.43,19.92
5016e9fb-0512-4f8a-bce7-92fd28c963be,e2519338-00e9-47b5-9d2b-014f08fc9ea9,cancelled,2023-03-16 04:00:00,2023-03-16 04:03:00,2023-03-18 04:03:00,2023-03-22 04:03:00,2023-03-21 04:00:00,paypal,4,15.66,14.23
6e9d2b7c-35c9-473b-96cb-5eade0029678,6688c709-88d6-4429-8958-73c3b0f8a170,shipped,2023-10-08 23:00:00,2023-10-08 23:39:00,2023-10-11 23:39:00,2023-10-15 23:39:00,2023-10-12 23:00:00,voucher,2,157.94,9.52
f80dfaae-570b-44b9-bb0a-5fcda8b12068,884b2004-b186-4938-a52f-66cac388b744,processing,2023-08-23 02:00:00,2023-08-23 02:08:00,2023-08-25 02:08:00,2023-08-30 02:08:00,2023-08-26 02:00:00,debit_card,6,280.01,7.15
b7b8f060-a9c0-4b0f-b1cc-bee4d645c067,eb915744-9ac7-4322-992c-260d4601f912,invoiced,2023-04-06 21:00:00,2023-04-06 21:43:00,2023-04-07 21:43:00,2023-04-12 21:43:00,2023-04-14 21:00:00,credit_card,5,303.66,13.16
2f1aa471-9fe9-4fde-a3bc-9264518ee013,85edfbbe-153b-4d66-9038-6a6ab8ce21ce,cancelled,2023-05-10 23:00:00,2023-05-10 23:02:00,2023-05-12 23:02:00,2023-05-13 23:02:00,2023-05-18 23:00:00,debit_card,6,64.51,14.86
b62fbdcd-1a7e-4bfa-9816-1027e707c22b,9e673bc1-78e1-4be4-9c12-c49aa5dbee6c,cancelled,2023-03-10 01:00:00,2023-03-10 01:23:00,2023-03-13 01:23:00,2023-03-16 01:23:00,2023-03-15 01:00:00,paypal,6,14.64,12.18
b8adf6d3-6f77-412d-ade9-384fb4e0eff2,a519d188-e073-4b35-bf01-ad79c5a1090d,invoiced,2023-01-19 09:00:00,2023-01-19 09:13:00,2023-01-20 09:13:00,2023-01-22 09:13:00,2023-01-22 09:00:00,voucher,3,333.81,12.73
a12f8680-14d8-4ee3-b170-36e4cf056c93,f92432bb-4337-4aa4-b6a0-5500e6a9120e,cancelled,2023-01-25 20:00:00,2023-01-25 20:22:00,2023-01-27 20:22:00,2023-01-28 20:22:00,2023-02-02 20:00:00,paypal,4,358.79,16.15
8f212d54-abbb-4587-bbe2-51287ccfa5fa,202ff244-da4a-4d3a-b238-e88bb3f1d352,cancelled,2023-09-23 08:00:00,2023-09-23 08:52:00,2023-09-24 08:52:00,2023-09-28 08:52:00,2023-09-27 08:00:00,paypal,5,124.92,19.93
f9e80c38-9018-4386-ac9a-de86f749e4bf,c348ed45-c95f-4164-b5f0-ebfe0cca81f8,delivered,2023-02-10 10:00:00,2023-02-10 10:43:00,2023-02-12 10:43:00,2023-02-15 10:43:00,2023-02-20 10:00:00,paypal,2,190.88,15.35
57d91af5-a2a1-466a-8be0-6413a43aa829,93b81740-be1d-45ef-b872-f196858ae443,invoiced,2023-05-21 20:00:00,2023-05-21 20:51:00,2023-05-22 20:51:00,2023-05-23 20:51:00,2023-05-30 20:00:00,voucher,5,192.74,17.02
98a961f7-bd6d-4198-90f9-71a93b5c2d98,c89f6060-d925-4fcd-933d-081b59a7b800,shipped,2023-02-04 07:00:00,2023-02-04 07:50:00,2023-02-07 07:50:00,2023-02-10 07:50:00,2023-02-12 07:00:00,paypal,5,63.03,5.49
055d3863-e93b-4261-bcb5-92603e2d04b9,09f00615-8355-4115-a2c7-9244258976ae,cancelled,2023-07-10 14:00:00,2023-07-10 14:49:00,2023-07-11 14:49:00,2023-07-16 14:49:00,2023-07-15 14:00:00,voucher,4,234.31,9.72
2529f226-146b-4e86-a0be-439c09592d00,70935a74-76f2-4015-affb-4ba4795fb5a4,invoiced,2023-09-23 12:00:00,2023-09-23 12:59:00,2023-09-26 12:59:00,2023-09-27 12:59:00,2023-09-30 12:00:00,voucher,6,274.19,11.69
9d5f2b33-6c6f-4e99-a769-b994d9cb40e5,48c8e011-8edb-47c3-886d-026a54813bcc,delivered,2023-08-20 05:00:00,2023-08-20 05:58:00,2023-08-23 05:58:00,2023-08-27 05:58:00,2023-08-24 05:00:00,voucher,6,48.68,10.21
d6d49fd1-b1d1-4fb3-843e-7f488ddb55ad,8458cb2a-3816-4803-932c-2ca00d2bf6ea,cancelled,2023-03-22 22:00:00,2023-03-22 22:46:00,2023-03-25 22:46:00,2023-03-27 22:46:00,2023-03-30 22:00:00,debit_card,1,112.48,19.78
ddcf69be-8389-47c3-882b-c782f69a9dc9,dce480c9-a284-49d0-a3f2-9348344d87cf,cancelled,2023-10-11 18:00:00,2023-10-11 18:24:00,2023-10-13 18:24:00,2023-10-18 18:24:00,2023-10-16 18:00:00,credit_card,1,135.92,9.64
47e0105e-24e3-4728-b7b2-35ca4c3e9b9a,cecedfea-c32c-4022-8393-36ac75c6d29d,processing,2023-02-07 04:00:00,2023-02-07 04:21:00,2023-02-10 04:21:00,2023-02-11 04:21:00,2023-02-17 04:00:00,paypal,6,114.1,12.76
de28354a-b6c0-4491-900b-ae9bd207954f,3f44e988-678d-4a58-941d-538c7f5f5c70,processing,2023-04-04 04:00:00,2023-04-04 04:28:00,2023-04-07 04:28:00,2023-04-08 04:28:00,2023-04-08 04:00:00,debit_card,3,348.18,7.47
c5d539bf-5db9-4478-a8b9-8423fcb3a5f4,91d89582-cc69-4598-85c0-d8fcbdacecca,processing,2023-05-26 02:00:00,2023-05-26 02:17:00,2023-05-27 02:17:00,2023-06-01 02:17:00,2023-06-02 02:00:00,debit_card,6,345.91,9.54
56d74369-e2fc-45eb-b526-6ac0db9aefa4,325a9e55-ba5b-4781-aeac-8e78f9c3852e,shipped,2023-12-04 19:00:00,2023-12-04 19:47:00,2023-12-07 19:47:00,2023-12-10 19:47:00,2023-12-07 19:00:00,credit_card,1,205.03,5.68
87a66f6a-7a6a-4cfb-ac3c-3ec0ab8be9bb,be809a21-b8ce-445d-9e73-2a183b6dd5b2,invoiced,2023-11-13 20:00:00,2023-11-13 20:02:00,2023-11-15 20:02:00,2023-11-20 20:02:00,2023-11-20 20:00:00,voucher,4,332.66,8.67
